5, 43, 21, 4, -1, 1, 6, 1, 4, 4, -5, 5, -2
6, 36, 11, 20, 12, -5, -5, -1, 10, -1, 4, -2, -6
-28, 20, 6, 6, -12, -9, -4, -6, 5, -2, -11, -7, 5
-15, 40, 23, 10, 6, 1, 6, 2, -1, 5, -7, 3, 6
